house,district,WSCTOT25,WSCLIB25,WSCCON25,PRETOT24,PREDEM24,PREREP24,WSATOT24,WSADEM24,WSAREP24,WSSTOT24,WSSDEM24,WSSREP24,GOVDEM22,GOVREP22,GOVTOT22,USSDEM22,USSREP22,USSTOT22,PREDEM20,PREREP20,PRETOT20,GOVDEM18,GOVREP18,GOVTOT18,USSDEM18,USSREP18,USSTOT18,PREDEM16,PREREP16,PRETOT16,USSDEM16,USSREP16,USSTOT16,GOVDEM14,GOVREP14,GOVTOT14,PREDEM12,PREREP12,PRETOT12,GOVDEM12,GOVREP12,GOVTOT12,USSDEM12,USSREP12,USSTOT12
wsa,52,21951.88856344297,13953.13534271009,7998.753220732879,31882,18017,13351,30884,17681,13203,30990,17346,13644,14655.097537064938,10249.688025564685,25190.04173531853,14149.851674342231,10920.076676030918,25069.928350373153,17595.976774193547,13609.663225806453,31885.131612903224,13793.858944810116,11529.849826596585,26000.52450850945,15293.12728549628,10537.022356082398,25832.149641578675,14357.616376379012,12493.148222136237,28908.322265887553,13890.19422071041,13942.61122378722,28941.618459647816,11106.443786261363,11972.797685874451,23434.84195813564,16218.323513598256,13072.4492962548,29959.775352189157,11135.108839023103,13220.769361393728,24530.830035670384,15221.411131701676,12988.88323748404,29362.316128100923
wsa,53,21168.038315682577,12480.091689417903,8677.946626264675,32108,16470,15068,31280,15437,15801,30827,15788,15002,13218.829937356237,11104.047345335734,24715.165496803093,12758.961923175457,11801.96317421147,24633.925097386928,16120,14754,31645,12351.316701328096,11920.949975764404,24973.313011119066,14004.780041593716,10871.521386018709,24921.301427612423,13930.077957641475,14554.48277407515,31066.82413479794,13498.94137826598,15835.75593282614,30815.82413479794,10451.15453223513,11894.718305631595,22748.896004880007,15757.120414864628,13008.841857791942,29435.018733407403,10470.248409935091,12907.18942244898,23570.437832384072,14712.026313613238,12895.754029957312,28947.943452406293
wsa,54,18403.135448266366,11120.764554776013,7260.370893490352,27328,14388,12498,26635,14003,12590,26215,13744,12433,11882.797179341796,9118.362852061018,21274.907058063185,11431.112182822506,9701.752078592208,21184.84855867565,14838,12426,27954,12739.683298671904,10037.050024235596,23354.686988880934,13960.219958406284,9272.478613981291,23268.698572387577,13450.612607364386,12344.584698927656,28056.66925969604,13216.775395229984,13377.327688509991,27687.11569357777,10695.84546776487,10441.281694368405,21518.103995119993,17028.195251711826,12496.2725612087,30043.098228549152,10944.175803645452,10297.18728067509,21385.5817903154,15972.828392584595,12433.563128225673,29375.613922972385
wsa,55,26957.435163224123,12548.379777732476,14394.055385491645,38891,15934,22379,37452,14803,22609,NA,NA,NA,13128.267781288128,17452.193578385177,30903.668401254403,12362.243460222116,18357.668525082336,30773.92768804351,15341,21556,37677,12036,17301,29914,13890,15941,29866,11317.309434994137,17563.932526997192,30929.50660550602,10920.283226504038,18859.916378663864,30714.06017162429,10232,16682,27230,14430.684333423547,17960.88558099936,32922.883038043445,10476.575786419457,17841.62329687593,28492.98037730053,13709.145293802165,17587.682841817015,32356.44262462132
wsa,56,25881.502509383965,10541.628635363519,15338.873874020448,37655,13450,23678,36745,12950,23789,NA,NA,NA,10897.55651599786,18310.222184667375,29507.748777092267,10337.239850346785,19014.02905657258,29365.26890691936,12768.023225806452,22278.336774193547,35629.86838709677,9742.844827586208,17079.741379310344,27280.758620689656,11474.51724137931,15677.620689655172,27154.13793103448,10109.81582537517,18916.103683492496,30666.286493860847,9795.281036834926,19750.55457025921,30633.9795361528,8052.310344827586,16135.827586206897,24417.53448275862,12424.024788798955,16991.060780800166,29771.182581586283,7984.657784727802,16918.981466845322,25057.789060026906,11807.778096010426,16529.56277285379,29345.534943899504
wsa,57,24464,9051,15406.999999999998,36155,11643,24034,35377,10048,22044,NA,NA,NA,9467,18549,28319,8983,19302,28314,11293,22579,34397,9511,16916,26893,11182,15494,26688,9713,19199,30565,9774,19235,30192,8979,15556,24802,13295.00185046791,16683.001590091433,30333.003448345044,9252.0015016153,16382.001019044694,25829.00258071051,12890.001601242744,16006.001433939387,29823.00339771429
wsa,58,26862.565638775435,9047.72140273331,17803.048899570942,38691,12009,26113,37675,10786,26847,37298,10879,26370,9384.570447585402,21076.666674424705,30714.07816911321,8924.710528463162,21788.805002312045,30713.515530775207,11155.666721991702,25530.157786998618,37209.40849239281,7903.961301166679,21181.714575823986,29460.33413225847,9687.467109372392,19617.682815969783,29307.14992534217,8805.347972643422,21816.07973883881,32402.297858392743,8445.4600845084,23451.06504821709,32635.879675843436,6617.447052653987,20962.22882433667,27787.6172081633,9980.04229225524,22940.043922966684,33274.32942898833,7114.0112241898405,21579.641001557167,28811.663480287974,9740.432620323078,22121.2453274677,32825.91976953641
wsa,59,28665.27508625349,8203.774162249336,20453.050599079263,40155,10215,29395,38719,9369,29315,38748,9190,29518,8303.055738372852,24393.16318009775,32991.19570817964,7927.870749209197,24943.251291173092,32902.12204038229,9829,28567,38978,7473,23137,31035,9345,21446,30810,8263.959581439864,24485.864358052426,34764.81400611733,8219.959238909692,25795.855794798154,34860.81160840614,6693,23146,30071,10085.612592522972,25237.7907257741,35729.39384480813,7220.740521326609,24361.919251697207,31737.657289775445,9953.616215040083,24333.822511048977,35255.40150315132
wsa,6,21662,8301,13351.000000000002,33624,11186,22016,32566,10593,21941,32627,10901,21703,8965,16378,25670,8433,17152,25606,10742,20865,32041,9027,15588,25076,10634,14201,24845,8953,17548,27920,8798,17659,27537,8260,14728,23244,12959.000821853122,15065.001320632948,28387.002170825832,8007.000521451636,15380.001252617518,23516.00178540506,12525.000918208316,14321.001099582798,27785.002108478355
wsa,60,19640,9396,10243,29917,12605,16892,28751,11453,17283,29046,11365,17664,10028,12907,23195,9707,13422,23151,12614,16335,29466,9796,12978,23227,11139,11779,22938,10504,14447,26833,10259,15259,26525,8691,12731,21660,13348.521413317316,14266.155947123263,27955.664308076502,9437.658463140084,13426.236436701716,23047.890549053776,12529.551868833483,14006.173350275363,27304.686062016623
wsa,61,23981,13599,10369,34966,17476,16705,34183,16511,17618,NA,NA,NA,14326.378030711869,12750.363253691805,27331.14979476361,13720.23493107001,13500.38704803022,27275.97854748238,17492,16844,34863,13320,15411,29267,15062,13945,29057,14048,15596,31769,13390,17506,31581,10820,15645,26760,15362,18014,33728,11839,16705,28689,14816,17467,33011
wsa,62,17442.560317287847,11258.495713392058,6165.964354104378,26698,16093,10197,20013,19060,NA,NA,NA,NA,11847.334048650153,7284.284487367961,19376.740152150964,11764.987523380005,7637.412734915117,19452.53439981267,16620,9916,27038,13550,8544,22715,14835,7764,22638,14647,8883,24889,14178,9736,24632,12107,8445,20840,18476.00734935499,9678.081437445931,28467.259875695767,13489.451985943431,9069.844474463122,22735.74385300311,17808.0860307928,9327.291867059685,27876.575520116392
wsa,63,26674.562312404647,12798.32370572305,13863.057301853052,38318,15981,21417,28060,NA,27163,NA,NA,NA,13106.155889183632,16697.250173465683,30060.075399679314,12507.827949526329,17464.75431409668,30036.320320487037,15858,20928,37300,11871,18491,30872,13873,16772,30680,12984,18303,33155,12396,20020,33140,9799,17915,27967,14205.992650645012,19942.918562554067,34432.74012430423,10713.548014056569,18487.15552553688,29321.25614699689,13821.9139692072,19187.708132940315,33813.42447988361
wsa,64,18306,10922,7366,29725,15562,13679,28449,15816,12576,21745,20842,NA,11808.484768092483,9139.352986864878,21194.240110988332,11591.320393262818,9526.756175010636,21162.62520861244,15699.420525657071,12766.349186483105,29028.78848560701,13077.173143250138,8975.08368892755,22708.261880170157,14213.172007642026,8306.088034127499,22564.259312496688,13663.578360146645,10352.66015566638,25511.1975734243,13508.590452660515,10938.642335719524,25300.205034803657,10202.139877329846,8141.082082153256,18571.225898347773,17018.026286296128,10242.195371106636,27631.19027992083,11107.43020073004,8249.39041649564,19488.81239047159,16190.068092325137,9789.245326067336,26983.235997454227
wsa,65,18811,11160.000000000002,7628,29578,15612,13535,28283,15065,13166,21715,20715,NA,11996.010289195086,9323.708769625367,21611.364652281227,11748.63233452267,9760.36329569022,21564.39464784296,16040.579474342929,13261.650813516895,29819.21151439299,13534.726217098329,9316.82989224124,23621.547050346497,14699.713131886114,8688.837944679524,23415.55107656564,13914.208270057916,10910.141240613988,26405.363874124178,13958.209467012271,11369.13764975092,26280.357889352395,10901.796675933316,8604.844990563024,19785.636633722417,17499.478600553346,10809.39733397749,28692.893685045325,11940.30483045852,8858.300705575593,20950.612248680707,16709.465562566726,10279.373118844189,28053.866136801855
wsa,66,20152.877370307506,11941.180580884893,8194.978344042565,30496,16432,13573,29262,15769,13426,21887,20713,NA,12542.132031454346,9756.102085474557,22573.034653406114,12287.949596023658,10276.445902957985,22622.166732217916,16575,13108,30192,13553,10627,24740,14912,9689,24643,14288,11120,26849,13894,11986,26593,12078,10314,22647,17834,12152,30284,13623,11110,24907,17295,11553,29678
wsa,67,23269,9233.999999999998,14029,34839,11672,21936,34083,11021,23049,NA,NA,NA,9811.618025751071,15881.364806866954,26107.96566523605,9216.669527896996,16805.296137339057,26051.96566523605,11915,20549,32949,9995,13925,24341,11279,12956,24246,10197,17550,29324,11275,16644,28946,8979,12446,21719,14103,14693,29268,9189,13398,22777,13745,13976,28778
wsa,68,25178.27741935484,9077.452903225807,16091.909677419355,36399,11146,24832,35202,9549,25631,NA,NA,NA,9449.423747889705,18723.052898142934,28573.917276308384,8825.743950478334,19556.90714687676,28413.467642093416,10999.66349861024,23116.071883285727,34689.644170050335,9434.881256203003,16880.11786552876,26735.394166466795,11563.388308938804,14977.799370785056,26554.18767972386,9558.704365733654,19663.088327278605,30635.65525851462,10633.97315282964,18454.78518155821,30378.958404235014,9282.130448021631,15532.815888334952,25138.6438587241,13998.27434826546,16286.309322265535,30719.270612853274,9058.739307198926,16729.031158742535,26042.830143360818,13819.171897624248,15113.16307925908,30143.651905141363
wsa,69,18467,6407,12048.000000000002,27887,7937,19449,27173,6565,19534,NA,NA,NA,6658,14405,21431,6098,15163,21296,7779,18440,26857,6787,13659,20826,8758,11924,20689,7253.000999015434,15899.001923473064,24531.003205394223,8252.001166696577,14908.001808248482,24272.00319419577,6455,13416,20097,10541.98905646631,13720.97760860912,24635.966600674084,6262.992647793191,14681.97627622572,21127.968997859516,10590.98882663074,12657.978972986815,24170.967044006473
wsa,7,18119,11922,6186,28972,16250,12042,27377,16014,11289,NA,NA,NA,12699.07301173403,8120.143415906128,21084.148631029988,12364.627118644068,8678.48109517601,21094.256844850064,16347,11519,28347,13175,9953,23694,14545,8923,23527,14123,10980,26934,13925,11816,26553,10385,10240,20877,16243.525635967704,12804.924873595655,29425.61432887242,12019.693857910188,11853.705517281523,24022.390245843893,15500.227878824084,12394.823006518192,28654.280010385337
wsa,70,19495,8780,10708,29733,10828,18512,28988,9626,19344,28686,10276,18394,9108,12744,22201,8469,13669,22177,10899,17384,28755,9481.988075973011,11826.973492667885,21790.96117280956,10878.987751579563,10806.973445042626,21701.96119662219,9471.931956021714,14604.486903428258,25642.378214233187,10479.898559566233,13645.533805910462,25316.379303909143,9096.985821509586,10743.975796218048,20155.959986777005,13432.024470001128,11812.6287100473,25619.60999862618,8877.21775511502,11613.748007264505,20712.94805803623,12208.070125764518,12214.641076548003,25192.636868508343
wsa,71,25152,15331,9809,35989,18883,16459,35065,18631,16416,35249,17906,17323,15625,11892,27810,14996,12697,27734,17729,15084,33564,15528,12813,29133,17310,11645,28997,16011,13841,32290,16358,14197,31741,12968,11849,25183,18865.002987793785,13742.003245147123,33189.00634744959,13227.002262753727,11988.003264357583,25429.005615053644,18263.003155842125,13071.002762088092,32338.006056895676
wsa,72,23760,10139,13599.999999999998,35328,13215,21276,34421,12407,21993,34406,12417,21978,10846,15845,27140,10291,16785,27139,12976,20231,33687,11189,15120,26814,12838,13848,26716,11203.034235185798,17412.431022092813,30067.502458723746,12145.06002490233,16352.39248104669,29772.50255440953,10915,13200,24496,15575.04678137894,14936.261257826816,30956.323594088368,11245.038038108054,13745.238596725414,25281.276211734057,15203.050150014227,13864.254783502884,30073.31182066107
wsa,73,23166,14900,8249.000000000002,33934,19277,14025,33033,19265,13720,NA,NA,NA,16067.777829099306,9677.244341801386,26015.997228637418,15614.818475750577,10359.184295612007,26013.999076212473,19523,13323,33484,16270,9198,26125,17304,8682,26001,16576,11991,30622,17262,11713,30003,14590,7930,22755,20902,10014,31402,16509,8472,25148,20525,9834,30883
wsa,74,27208,11768,15427.000000000002,38783,14879,23362,37468,14051,23396,NA,NA,NA,12445,17087,29897,11925,17947,29899,14932,21290,36681,12429,15258,28254,13861,14119,27989,12339,18252,32211,12948,17664,31540,11491,13206,24946,16556,15397,32409,12003,13976,26168,16341,14757,31644
wsa,75,25074,9825,15248.999999999998,37946,12821,24641,36940,12298,24642,NA,NA,NA,10235,17146,27794,9830,18006,27838,12548,22522,35559,9770,15155,25493,11197,14196,25393,10195,18767,30673,10910,18307,30195,8866,12907,22030,13613,16292,30437,8852,13814,22814,13750,15263,29791
wsa,76,32856.27958015267,30703.361641221374,2130.4475190839694,39459,34891,3733,34709,34311,NA,34914,34483,NA,30882.806237390436,2498.130150365753,33539.94363766737,30700.602554348716,2846.501275069704,33617.93414123858,34810.15524331734,3569.5366689513367,38915.756682659354,30842.323705565337,3155.4058717609423,34694.998346927634,31577.60281245905,3056.354185299143,34698.967335050555,30094.65601005125,3257.184475808198,35673.84333191663,30840.822221618735,3780.072270793763,35317.28738916228,26117.106622425777,3336.7807316448047,29851.10443721014,30557.716043230077,4008.869742999822,35449.31565045318,26491.22151655311,3711.0070910235017,30403.26032857364,30031.926053029063,4423.049274463863,35071.51844119196
wsa,77,26654,24548.999999999996,2092,35354,28864,5905,30388,29888,NA,30617,30063,NA,24509.451051486587,3157.308919506889,27821.95794053662,24559.30964467005,3349.5068890500365,27956.98622189993,25135.341353763237,3596.983360619169,29228.453383578075,24925.646933049768,4938.991116828685,30549.312727584635,25748.366421806928,4723.546816833226,30530.845627413684,27371.513296851317,5217.809561784283,35320.69724122201,25786.91680134028,7938.823831968712,34559.84732720856,18299.041744706257,6051.571504900988,24734.144520317135,24855.29582716252,7164.557991113418,32831.452106810866,16052.35569242366,3582.1235587835113,19733.001228365,23449.10980425883,7808.018178715386,31954.07969648496
wsa,78,28721.36892599847,24722.79753527875,3971.041810567048,36513,29213,6685,30198,29638,NA,30490,29949,NA,25632.337115320646,4902.830257962771,30755.96036178696,25224.133313286777,5438.365585549342,30719.444818963308,29016.246958704327,6752.48047180993,36364.8027691765,24847.626371022085,5845.731706169719,31254.88515264565,25528.40734269256,5593.124826582341,31167.508087049777,24452.044204704904,6265.729873610365,32706.883153213297,25116.530364564733,6666.38014876931,32407.40514977993,20748.203343076973,6172.114040920357,27238.38436151794,24926.24971928589,7179.280016114284,32564.07671587844,21331.639863293276,6943.883714925119,28455.25106522103,24060.921574007418,7642.732485885779,32241.759901505073
wsa,79,31440,28151,3264,37783,32094,4975,32609,32151,NA,NA,NA,NA,29290.0577118038,3934.916078296364,33398.63083218893,28923.804007068054,4439.0617042259955,33422.73469603193,32476.547202083784,5153.110883438246,38219.37501627958,28316.767116804487,5114.28864820738,34016.678386680134,29003.099618322427,4941.341501266276,33986.522127199794,29031.690451948907,5228.98256018834,36329.665189163214,29317.807998346085,6313.5551338255245,36191.07683814684,24523.909904039116,6078.286397210417,30888.45341719665,28900.365537003916,7403.921457824213,36824.993560392744,25202.685524540477,6976.252653701182,32343.14287100649,27986.46683898467,7841.365625724654,36401.58598357956
wsa,8,6870,5785,1077.0000000000002,13737,9903,3542,11215,10987,NA,NA,NA,NA,6504,1414,8010,6503,1569,8094,10556,2788,13588,8773,1763,10833,9211,1560,10782,10729,2029,13356,9902,2415,12745,6458,1677,8273,12698.632408505133,2085.1474277152097,14908.783058684065,7430.45436738458,1905.1256760850968,9437.585682781188,10847.569570462583,2371.164345649742,13590.748417199067
wsa,80,34041.02782184681,27099.358421501594,6921.679831499597,42876,31375,10650,41667,30593,11038,NA,NA,NA,26802.12932718461,7964.367377973395,35009.56885168884,26021.761324860297,8820.478864794026,34927.52399732951,28483.75101978691,9773.438409436834,38967.458515981736,22164.983173862027,8942.256461725327,31707.234331975877,23159.793700819668,8394.411911283405,31587.28044924302,20467.30334739655,8325.648860305573,31055.47582523049,20316.871721516083,10066.667827938363,30889.403320705303,15102.051662184324,9349.40059967817,24717.362056498,18696.208756610697,10760.262801212835,29810.551887269477,15095.592161492508,10188.354719564186,25390.93367726512,17619.894552346475,11364.307031461904,29491.498629246467
wsa,81,32155.972178153188,24085.641578498406,8055.320168500403,41077,28184,12234,31686,30969,NA,NA,NA,NA,24529.81296101159,9471.716543730245,34289.80031612224,23713.434668071655,10399.45943097998,34203.74130663856,26905.24898021309,11708.561590563166,39294.541484018264,22175.2352674899,10147.223064113605,32818.449596563914,23276.38175692383,9424.10368729532,32743.40823115173,21392.15189550821,10199.362102669524,33727.78362902596,22062.607834182945,11107.164076121036,33708.87520145735,17744.4006033858,10863.08972122913,28871.5708093557,20982.281829090007,11786.411815429195,33077.569622928226,17461.244661803765,11501.385297943274,29116.630608206226,20091.663636301797,12225.30332160424,32819.604673249
wsa,82,23096,11448,11633,33733,15213,17931,32586,13917,18632,32536,14369,18137,11892.446618050426,13629.09906753755,25759.52683131579,11303.341487585918,14307.650218518727,25667.06698031643,14797,17402,32904,10916.005939019356,15630.01569597972,27079.021974371608,12364.006914715392,14469.014847548386,26875.02184710691,11930.013629412622,15622.031152943138,29993.04787994954,11116.012036364396,17886.03513556371,29788.04770294418,7910.004623950783,16123.015908087556,24254.02074414617,13053.29986756538,18551.13664812052,32027.504418892404,8526.324589474112,16907.214901137668,25556.565191487975,11953.249964311744,18176.697300850137,30958.22063135905
wsa,83,29745.49235769204,13072.079419021864,16662.468654902943,40563,16458,23499,39019,15194,23772,39206,15221,23953,13883.608083113077,19883.233551466663,34032.0991219393,13119.079874498651,20724.2844917924,33921.45879039422,16299,23484,40447,11684.800222920743,21782.68543682903,33910.53131997717,13627.05975886122,20067.426604922708,33742.4952545456,12807.38399681795,21207.51438407957,36393.54179250384,11746.76575469975,23946.54912396751,36379.52429542554,9061.167086641915,22088.73490158994,31373.917365916877,12826.14455484466,24403.103717977636,37575.503880976365,9792.852744916168,23355.68580500164,33262.69246155065,12490.379822865249,23730.02375173888,37013.06700442264
wsa,84,30099.97707996077,10101.372903716525,19977.27095389901,41298,12512,28252,39895,11174,28676,40069,11580,28453,10194.29578421968,22731.02339525125,33193.430162346915,9578.660160063602,23480.94558335592,33130.703151522765,11956,27278,39774,8785.942595727003,23023.909787267447,32230.852410940064,10468.931477409798,21556.920914899856,32067.852395414724,9481.000720752456,23470.00206109913,34750.00295255612,8992.000632238996,25104.00227606039,34721.002958878504,7467.968597463447,22101.935838684985,29766.90444235857,10468.002137506746,24609.006538255933,35355.00876557389,8318.001634563983,22672.005855690753,31097.007508216975,10411.002191393472,23654.006394558,34875.008819460614
wsa,85,19992.180189673338,10882.63329820864,9099.047418335089,29970,14658,14838,29410,13736,15636,NA,NA,NA,11435.7882615156,11153.417533432392,22881.173848439823,10985.979197622586,11785.845468053492,22817.82466567608,14493.003614041674,14629.676837574298,29740.169126983616,11128.444352567834,12631.183195470488,24324.18650141045,12958.032015150411,11236.1529108445,24223.171414869284,12235.741830825193,13180.5695684274,27225.149533548705,12561.396242885146,13370.472797913872,26963.284769090315,9614.227442751142,11866.21598808696,21757.2901321888,14521.914468961608,13051.918102582422,27986.868446303622,9966.190894920608,12507.81770825213,22689.08584857532,13944.56334366176,12622.825810078572,27478.069428042796
wsa,86,24691.819810326662,10092.36670179136,14587.952581664911,35744,12656,22592,34877,11513,23331,NA,NA,NA,10634.2117384844,17468.58246656761,28502.826151560177,10024.020802377414,18373.154531946508,28449.17533432392,12491.204575906631,21746.943204456904,34726.158358456305,10171.323695760031,17264.341917451333,27863.69072631312,12493.261810964375,15176.450950478118,27682.71090536341,10934.456534405794,19028.875532258837,31723.478887162808,11678.5341902562,18653.900888350476,31559.480877967177,9073.07776940854,16598.328924897723,25947.397413910832,13808.127405472724,17423.24569982677,31667.211687467105,9078.122765459331,17606.233481065967,26876.279636022904,13892.176799169309,16085.47458320764,31059.40457343402
wsa,87,25518,10494.000000000004,15004.999999999998,37169,13498,23211,36192,12273,23885,NA,NA,NA,10992,17873,29194,10466,18610,29111,13237.754940711462,22166.264822134388,35973.13241106719,10654.474011343844,17602.501372775547,28807.14984084548,12823.010047111597,15830.106980470006,28683.1170275816,11606.733732632836,18721.50714336024,31989.693101849985,12173.862869755569,18443.52992087747,31728.686200051816,9836.183265732068,16079.983749048148,26163.234376942015,14747.204704910131,16754.18860395929,31840.539284992246,10063.93468708628,16567.971263589116,26799.9590488802,14518.042362165472,15802.916151746986,31333.32248947232
wsa,88,23667.287743779423,13164.236522080253,10491.83198834342,34844,17215,17094,33818,16788,17008,34052,17128,16889,13768.163954268488,12799.813721641092,26847.758301521008,13128.384451809756,13594.748184757344,26782.56835687838,16595.915068493152,16835.453424657535,34082.6904109589,13069.263000472763,14441.26435535597,28075.707433381776,14811.340792719338,13077.05343847036,27933.3942311897,13597.389593764628,15602.275319925517,31301.65741663388,12793.523971520755,17216.31613399567,31034.530249864263,10057.675018913093,14005.795659932292,24302.404315522504,14927.052858018047,15827.097918554033,31073.982375189244,10123.869229046924,14968.44648965404,25235.22113303328,14434.70098529996,15174.087698467712,30474.151229743664
wsa,89,19877,11242,8624,30533,15328,14713,29559,15169,14343,29787,15520,14240,12074.63588835614,10669.00620963255,23085.565205574996,11578.106661338885,11375.994626087546,23012.361936324807,15109.487213997309,14856.336473755047,30552.1467025572,12248.467530501126,12099.417765228736,25030.02579149205,13968.422831172667,10876.631045610617,24907.05387828994,12673.48859590524,13790.822656809514,28435.99082240853,12162.28134759724,14529.501920082232,27994.07865633246,10015.175037589688,12096.080569975536,22448.311806774087,16020.642305428952,13562.984837155587,30006.529834231023,10474.093203242968,13418.173236776873,24097.26958345621,15236.809221390462,12931.806597499672,29143.577212215645
wsa,9,10460,8078,2371,18989,12478,6075,17737,12449,5234,NA,NA,NA,9038,3184,12362,8934,3496,12474,13305,5369,18965,11167.18322244779,4066.342963028345,15577.567341039536,11832.258674314024,3640.301807464943,15516.567341039536,12772.036136298326,4666.596443966177,18469.776549497717,12245.01556926501,5095.678712099442,17975.749126786628,8943.857407570862,4462.267511162109,13593.138637254106,14422.677837272791,5360.2835238446505,19997.806048914947,9929.454732835182,4936.9587989861475,14981.3646263401,13024.829462566908,5380.698388939041,18953.264111132183
wsa,90,16027,9846,6165,24994,13526,11023,23693,12446,11222,24267,13599,10644,10454.370507144138,7818.215243032326,18499.97781599912,10121.536523183244,8268.866492752632,18439.634051608555,13419,10560,24500,11075.004911203378,8647.00534775479,20297.010722794043,12274.00562059942,7870.004993056768,20175.010668225113,11554.010534946192,9840.013085512112,23118.0255056592,11164.010645840362,10475.01297461794,22641.025006635435,8419.004038100555,8439.005047625695,17111.009194864102,13756.17746711412,9758.180327459902,23885.521927417263,8519.778183291939,8862.87342235522,17545.775497094575,13002.032621345415,9402.54046873119,23160.11437653505
wsa,91,24217.564509879892,14486.33940333204,9710.334753971329,35138,18067,16478,34377,17712,16610,NA,NA,NA,14913.673929388153,11702.111751104543,26947.898348326697,13967.089691071633,12537.071475544462,26572.095694793086,17302,15324,33357,14389.296948518597,12159.3388706624,27244.646299716944,16108.340035166391,10950.303935542564,27099.643970708956,14147.618790067438,13441.722727461578,29794.42853488225,14486.611538621337,13788.763818989491,29437.416449138746,11563.255026374794,11408.324896614464,23296.58458100524,16380.012393141498,12858.16230711242,29688.27299294313,11503.384449208965,12204.11615801998,23932.51600724678,15644.883020214003,12626.09037249644,29241.179646791465
wsa,92,21954.72258064516,12028.547096774195,9919.090322580645,33070,15152,17459,31939,14908,17009,NA,NA,NA,11859.5762521103,11830.947101857062,24007.082723691616,11189.256049521666,12573.092853123242,23791.532357906584,14042.986560701742,15505.77509180324,30198.8813341015,11811.674747593865,11398.534721087284,23884.840527410757,13383.279939756025,10394.756633011812,23779.036572767836,12381.982080978903,13500.714900824883,27918.922714426277,12829.721838862744,13640.995259932415,27617.588237113192,9702.342024688382,10286.714011997276,20312.379397089855,14826.955189713708,12420.075087044972,27738.299499333865,9696.717928065911,10555.266592186348,20454.924842832905,14005.101594800388,12212.253005026363,27162.961721979853
wsa,93,25084.435490120108,15515.660596667958,9551.665246028671,36032,19236,16249,35044,18474,16527,NA,NA,NA,15592.32607061185,11610.88824889546,27503.101651673307,14835.91030892837,12370.92852445554,27257.904305206917,17207.34994068802,14511.153024911033,32422.47449584816,14948.147047684535,11857.00854272156,27431.119006405504,16520.991716138782,10785.14006066057,27340.13177679935,15804.694763220006,13564.474044434934,31853.993492176854,15833.693469686285,14341.455739519884,31281.036909513048,12080.27250091519,11580.14520305331,23965.392163180808,17826.572476966674,13313.44123808479,31657.982517575783,11427.837981440358,11422.46704585512,23027.30502729548,16807.619395404097,13234.47251704307,31041.024168531756
wsa,94,24662.649107901445,13851.38147833475,10810.267629566693,37049,17881,18675,36657,18436,18219,36517,18081,18434,14196.988401573317,13116.287998840016,27657.527239598545,13413.707491575828,14249.29509464328,27711.773668874594,17094,17085,34831,13390.849265951334,13462.907713847757,27451.746828322342,15414.830808720884,11935.918480565517,27352.749289286403,13764.68218844668,14645.776908752769,30415.419214965303,14160.674087367868,14992.778778232492,30093.43230132338,11152.878182279035,12345.912943396384,23786.788357090853,15745.832402063576,13790.611883136617,29919.182257612036,11038.701069719242,12981.654465847469,24179.731434565205,14706.476206719748,13922.44716763604,29452.226597783843
wsa,95,21339.350892098555,12977.618521665248,8359.732370433305,32720,16489,15775,31660,16461,15191,31806,16614,15184,13890.868049500934,10670.148993256167,24888.27332814052,13371.886018387437,11469.39676776349,24894.52511772231,16097,13543,30240,14709.132409079048,10822.08496695437,26223.226736245528,16276.150111011437,9819.074290153045,26103.22440116448,14874.282130178231,12688.20422058185,30040.51928064382,15019.291334804726,13254.198267975698,29418.50814388665,11383.111585230568,10178.08051068709,21880.194468869908,17267.520294334972,11724.944374416194,29504.673908079636,10484.312596998756,9926.64968728576,20610.58645578364,15798.798508796192,12161.136023105144,28869.643491486164
wsa,96,24000,14692,9298,33139,17673,14921,32595,16615,15963,32534,18081,14440,15100.14354892575,10897.563007903818,26366.19943226094,14329.406490036736,11956.308137593232,26338.701213403096,17571,14057,32226,14965.018324969618,11223.007319197875,26788.02643543213,16811.01908026768,9836.00722928144,26652.026309549117,14745.03568137509,12412.018870665384,29146.061504390877,15432.034577827406,12333.02295379181,28790.05955478997,12792.010232490396,10428.006545916527,23554.01717403924,17743.57929849828,11591.38112752814,29905.010274336175,12619.941891783736,11445.631560706475,24308.57171075135,16734.658618167214,11783.353398241286,29437.996753290405
wsa,97,31844.530562347187,10984.547677261613,20846.26039119804,42897,13909,28349,41505,12011,29443,NA,NA,NA,11629.34433962264,23583.084905660377,35510.00943396227,10927.033018867924,24449.396226415098,35448.01886792453,13536.9625,27616.5125,41827.0125,9646.639960684874,24428.342766545986,34489.01391832682,11177.283156910924,23039.866504301062,34253.149658106915,10338.443154201124,23919.358709506178,36661.81203967118,9459.153534141888,26558.650544212334,36701.765874086115,7685.147959607976,24205.676525206465,32089.66985694691,10514.560663052369,26393.927758744932,37258.15959253725,8205.24253664085,25480.97055758931,33802.13926045652,10132.977495874433,25858.39001156503,36795.56050839509
