house,district,office,year,TOT,DEM,REP,dem_pct,margin
wsa,29,GOV,2014,22147.999035588477,9453.999499934764,12418.999535653713,43.22223708121885,-13.38721403660278
wsa,29,PRE,2012,28631.75808116398,14347.480153537155,13914.290678865284,50.76638770663163,1.5129684787217212
wsa,29,GOV,2012,22561.993007274905,8926.609106201253,13486.381460586206,39.8278359132899,-20.209971490172418
wsa,29,USS,2012,28017.78118211195,13895.468953398122,13390.333072218798,50.92563869060013,1.8029117933929362
wsa,3,WSC,2025,25028,10669,14342.000000000002,42.657230818439885,-14.675563369026696
wsa,3,PRE,2024,37256,14094,22606,38.403269754768395,-22.847326605110585
wsa,3,WSA,2024,36211,12839,23344,35.48351435757123,-29.010521664687523
wsa,3,GOV,2022,28496,10866,17330,38.53738118882111,-22.68388545760809
wsa,3,USS,2022,28414,10352,18021,36.485391040778204,-26.990216090659537
wsa,3,PRE,2020,34938,13222,21163,38.45281372691581,-22.728833934398075
wsa,3,GOV,2018,26989.80631605753,9920.946676144802,16624.8603198855,37.37293304975959,-24.838687485327455
wsa,3,USS,2018,26842.80575872797,11947.930016185515,14892.875742542454,44.51405119349051,-10.971080120413212
wsa,3,PRE,2016,30362.57716826709,10656.875641553384,17887.722728015895,37.33412361798871,-23.81499780598237
wsa,3,USS,2016,30350.57231398484,10230.884855527169,19052.701823468135,34.93726696691029,-29.06639412488467
wsa,3,GOV,2014,24842.816754106378,8190.953150170944,16386.863652992724,33.326609990504124,-32.99106773577534
wsa,3,PRE,2012,30267.92387549222,12997.285329212116,16828.634842251322,43.57714784487198,-12.658117975978628
wsa,3,GOV,2012,26089.513814882102,8440.656246974215,17510.85851900419,32.52471512005781,-34.765700642746765
wsa,3,USS,2012,29787.881283133676,12492.22697431004,16237.533282394788,43.48183508212414,-12.573255118367188
wsa,30,WSC,2025,26308,14074,12220,53.5255191298395,7.047285996655011
wsa,30,PRE,2024,38265,17872,19564,47.74014317768992,-4.421795374363002
wsa,30,WSA,2024,37464,17117,20309,45.73558488751136,-8.520179372197306
wsa,30,GOV,2022,28568,14083,14181,49.826634588168695,-0.34304116493979464
wsa,30,USS,2022,28566,13722,14810,48.09336884901164,-3.808723657494928
wsa,30,PRE,2020,35928,17324,17713,49.44487256329024,-1.0827209975506569
wsa,30,GOV,2018,27361,12968,13584,48.84001205182284,-2.251379701034323
wsa,30,USS,2018,27255,14185,13055,52.0741556534508,4.146028251696943
wsa,30,PRE,2016,31676,13444,15564,46.34583563154992,-6.692764237908827
wsa,30,USS,2016,31130,13109,17036,43.48648200364903,-12.614840989399296
wsa,30,GOV,2014,22990,9748,12905,43.031828013949585,-13.73205741626794
wsa,30,PRE,2012,30690.405836740192,14220.605076289148,15920.784784707974,47.17965940479266,-5.539775907373312
wsa,30,GOV,2012,22593.13931823447,9526.445126767532,12999.694278780986,42.29062492803818,-15.373025869009115
wsa,30,USS,2012,30191.38181200575,14173.613055429278,15340.74208377053,48.02277735217884,-3.8657688330023365
wsa,31,WSC,2025,23358.74068031468,10111.100896209547,13235.795508895048,43.308115651718246,-13.376982327299864
wsa,31,PRE,2024,33855,12872,20513,38.556237831361386,-22.569782897651752
wsa,31,WSA,2024,32802,11965,20769,36.55220871265351,-26.839826839826834
wsa,31,GOV,2022,25446.67533688129,10126.770382285036,14929.385836926807,40.41629647296149,-18.873253150210434
wsa,31,USS,2022,25415.294482606703,9675.936727431805,15685.33708262093,38.15240827373759,-23.64481890737775
wsa,31,PRE,2020,32435,12738,19132,39.96862252902416,-19.713272699244648
wsa,31,GOV,2018,25237.92325923602,9388.34335526808,15297.541078879636,38.03122136584779,-23.41396184984848
wsa,31,USS,2018,25091.90699898075,11171.402984813583,13886.495585744076,44.58236173858439,-10.82059088231429
wsa,31,PRE,2016,27837.736282200007,9970.954521459633,15828.5392568661,38.64786885793966,-21.041886006916165
wsa,31,USS,2016,27634.652231248892,9821.919463772254,16899.642048972026,36.75653258170522,-25.61176643719938
wsa,31,GOV,2014,22053.734866615825,7518.234228263821,14257.478320206315,34.52577825652837,-30.55828925441616
wsa,31,PRE,2012,28409.823640568586,11932.353785723266,16108.40410530802,42.55360654691782,-14.699317997952821
wsa,31,GOV,2012,23150.240453581795,7865.842929322238,15163.35975934249,34.15594988529024,-31.52242346964989
wsa,31,USS,2012,27872.738590691337,11293.237935051036,15493.275727925951,42.16016342081873,-15.068622622814692
wsa,32,WSC,2025,24145.432669322712,9687.024701195218,14438.099601593625,40.15326337645194,-19.676909357829608
wsa,32,PRE,2024,36953,12435,23990,34.13864104323953,-31.269450382918844
wsa,32,WSA,2024,35709,11409,24257,31.988448382212752,-35.9797249992999
wsa,32,GOV,2022,26832.999500749134,9608.471064207755,16871.183278556484,36.286240521992845,-27.06634498370547
wsa,32,USS,2022,26768.584407563292,9246.03062501825,17450.656814345875,34.633625036883885,-30.650205720290014
wsa,32,PRE,2020,34778.8231511254,12130.971061093249,22057.90996784566,35.482211455897264,-28.543055823414736
wsa,32,GOV,2018,25176.89498792951,9060.318353913031,15361.618538847317,37.09909821525612,-25.02810687320776
wsa,32,USS,2018,25015.906046842792,10815.15727486219,14153.753262936149,43.3144940724988,-13.345892736494818
wsa,32,PRE,2016,28497.47793362612,9514.575514846196,17265.985216368583,35.52791747095958,-27.20033583174029
wsa,32,USS,2016,28339.47499313601,9515.564525802967,17745.96480058942,34.904734844023494,-29.042176246313332
wsa,32,GOV,2014,20776.17503742566,7134.421885381251,13389.7645755941,34.76104594424061,-30.108249853231587
wsa,32,PRE,2012,28692.162215573724,12178.54900201683,16135.607542594602,43.012225996661634,-13.791426769607252
wsa,32,GOV,2012,21397.8443593675,7561.353234017799,13700.491562709389,35.56301584508655,-28.690452297845653
wsa,32,USS,2012,28096.13879242801,11637.5338942447,15328.56724198483,43.15616052707532,-13.13715516217081
wsa,33,WSC,2025,26050.82665036261,10326.874402595233,15702.104889511327,39.67452694438509,-20.63362732806513
wsa,33,PRE,2024,36851,12720,23583,35.038426576316006,-29.478168842093833
wsa,33,WSA,2024,36083,10739,20555,34.316482392790945,-27.20394645678021
wsa,33,GOV,2022,28925.720399100017,10398.263496219635,18156.369128026465,36.41532928492429,-26.82078622335094
wsa,33,USS,2022,28923.101253374607,9890.079919764456,18928.886632332345,34.3179548159227,-31.251167132408685
wsa,33,PRE,2020,35662.176848874595,12544.028938906751,22508.09003215434,35.786792088840784,-27.94013706867148
wsa,33,GOV,2018,28326.52181176364,9597.496663880676,18158.018057139823,34.57870178358487,-30.220870215361472
wsa,33,USS,2018,28138.52555455996,11250.62350841478,16836.905254339883,40.055583399468084,-19.85278772014344
wsa,33,PRE,2016,30717.2243366254,9833.683333489613,19006.67413048495,34.09695370722498,-29.86269428666446
wsa,33,USS,2016,30580.30985145905,9652.716090751994,20043.613164968105,32.50474497245376,-33.97904443967018
wsa,33,GOV,2014,25173.32440702812,7964.438993349003,16968.89521436585,31.942936018900564,-35.76983347699162
wsa,33,PRE,2012,31534.930178891536,11855.592325410427,19355.395647013254,37.98531573523202,-23.782527118525078
wsa,33,GOV,2012,26767.49054789841,8911.068805471406,17737.457555876892,33.43925545690304,-32.97428548489193
wsa,33,USS,2012,31045.02048262457,11690.694515812404,18453.538585177692,38.782524261426374,-21.78398971632294
wsa,34,WSC,2025,27363,11996.999999999998,15338.000000000002,43.88878726906895,-12.209918503088124
wsa,34,PRE,2024,39968,15784,23652,40.02434323967948,-19.685748598879105
wsa,34,WSA,2024,39091,14027,25040,35.90498374587248,-28.172725179708884
wsa,34,GOV,2022,32585,13416,18763,41.691786568880325,-16.409390823998777
wsa,34,USS,2022,32502,12754,19683,39.319295865832224,-21.318688080733494
wsa,34,PRE,2020,38513,15597,22335,41.11831698829484,-17.49539116661907
wsa,34,GOV,2018,31332,12031,18616,39.256697229745164,-21.016851780926853
wsa,34,USS,2018,31179,14249,16890,45.75933716561226,-8.470444850700787
wsa,34,PRE,2016,34290,12539,19825,38.743665801507845,-21.248177311169442
wsa,34,USS,2016,33931,12763,19846,39.13950136465393,-20.874716336093833
wsa,34,GOV,2014,27925,11140,16389,40.46641723273638,-18.796777081468218
wsa,34,PRE,2012,34616.00483834732,15923.002197757767,18279.002607787203,46.5557568577859,-6.806101458073171
wsa,34,GOV,2012,28744.00388707903,11195.00142690243,17311.002460176605,39.27243352400161,-21.277484714032596
wsa,34,USS,2012,33869.004756341434,15357.002132153057,17128.002509380138,47.27412632879418,-5.228970824409856
wsa,35,WSC,2025,24492,9516,14966.999999999998,38.86778581056243,-22.256246937775593
wsa,35,PRE,2024,37223,12696,24019,34.57987198692633,-30.419364371490747
wsa,35,WSA,2024,36055,11616,24421,32.23353775286511,-35.51518513382333
wsa,35,GOV,2022,29341,10325,18579,35.72169941876557,-28.13128386898878
wsa,35,USS,2022,29230,9738,19456,33.3561690758375,-33.24666438590489
wsa,35,PRE,2020,35522.54010349289,12453.036869340232,22627.11513583441,35.4988110299616,-28.641190176300974
wsa,35,GOV,2018,29144.972931430948,10200.75794032829,17756.973514302634,36.48635783229342,-25.926308429765115
wsa,35,USS,2018,28836.000652185707,13003.696126773615,15816.28915820738,45.12041209663716,-9.753755610421571
wsa,35,PRE,2016,31929.6784774385,10900.06790213618,19322.04775595352,36.06652831804151,-26.376650988729217
wsa,35,USS,2016,31420.548152890697,11621.206697103084,18367.096392858184,38.75246512695591,-21.46967539499936
wsa,35,GOV,2014,26464.07807695835,9951.511522108249,16197.471337967168,38.056973670292685,-23.60165276755713
wsa,35,PRE,2012,32814.873141561,15075.52436485123,17322.376880880223,46.532410388273185,-6.847055316460415
wsa,35,GOV,2012,27386.225501667526,10271.58752945656,16887.69399681138,37.81980579833114,-24.15851891291836
wsa,35,USS,2012,32081.70837268963,14912.98926863567,15931.534227913156,48.34890469390547,-3.174846387371777
wsa,36,WSC,2025,23476,8219,15236.999999999998,35.04007503410641,-29.894360197648655
wsa,36,PRE,2024,36061,10944,24713,30.692430658776676,-38.18252405645989
wsa,36,WSA,2024,35190,10182,24905,29.01929489554536,-41.83859050866724
wsa,36,GOV,2022,28025,9088,18553,32.87869469266669,-33.77341659232828
wsa,36,USS,2022,27994,8644,19294,30.939938435106306,-38.0438665428306
wsa,36,PRE,2020,34096,10858,22824,32.23680304019951,-35.09502580947912
wsa,36,GOV,2018,26050,9144,16472,35.69643972517177,-28.13051823416507
wsa,36,USS,2018,25814,11160,14647,43.244081063277406,-13.5081738591462
wsa,36,PRE,2016,30280,9526,19566,32.744397085109306,-33.15719947159842
wsa,36,USS,2016,29624,9786,18691,34.36457492011097,-30.060086416419118
wsa,36,GOV,2014,23701,8992,14459,38.343780649012835,-23.06653727690815
wsa,36,PRE,2012,30826.5026013287,14491.22685804654,15956.268104964092,47.59415142576201,-4.752537989354666
wsa,36,GOV,2012,24742.446077775017,9195.162696174792,15377.281090104803,37.42062765978959,-24.98588205263633
wsa,36,USS,2012,29997.490380019794,14101.226094214731,15009.24671767351,48.44038839676978,-3.0269886312342176
wsa,37,WSC,2025,20857,8478.000000000002,12379.000000000002,40.64822361796999,-18.70355276406002
wsa,37,PRE,2024,31676,11116,20115,35.59284044699177,-28.409521404217703
wsa,37,WSA,2024,30589,9608,20977,31.414091875102173,-37.16695544149858
wsa,37,GOV,2022,24477,8923,15303,36.83232890283167,-26.06528577848593
wsa,37,USS,2022,24294,8699,15587,35.818990364819236,-28.352679673993574
wsa,37,PRE,2020,30490,11040,18994,36.75834054737964,-26.08724171859626
wsa,37,GOV,2018,23549,9396,13707,40.67004285157771,-18.306509830566053
wsa,37,USS,2018,23297,10707,12586,45.966599407547335,-8.06541614800189
wsa,37,PRE,2016,27073,9420,16046,36.99049713343282,-24.474568758541714
wsa,37,USS,2016,27080,10030,16170,38.282442748091604,-22.673559822747414
wsa,37,GOV,2014,22848,8908,13718,39.3706355520198,-21.052170868347336
wsa,37,PRE,2012,27925.638390149208,12770.908220850051,14832.735676048153,46.26529840969694,-7.383277783634884
wsa,37,GOV,2012,24556.66959506019,9894.93024784604,14494.73934721415,40.57016930582007,-18.731404442129268
wsa,37,USS,2012,27498.642061315208,12186.915563182049,14473.737511631152,45.711241690081664,-8.316126823099307
wsa,38,WSC,2025,23411.3018771544,9077.053078158875,14327.583306037777,38.78314078097752,-22.42733127542369
wsa,38,PRE,2024,34438,11687,22181,34.507499704736034,-30.472152854405017
wsa,38,WSA,2024,32948,10745,22163,32.65163486082411,-34.65460725992474
wsa,38,GOV,2022,26289.53603904175,9282.905882429905,16659.112975101725,35.783282455424015,-28.057578048230482
wsa,38,USS,2022,26118.25290000131,8938.525891326817,17160.984542921065,34.24786803509405,-31.481656461002554
wsa,38,PRE,2020,33290,11566,21106,35.40034280117531,-28.657254430759988
wsa,38,GOV,2018,25778.974529083986,9125.990649033572,16158.98415918374,36.09254396436154,-27.28189789789933
wsa,38,USS,2018,25555.97480821731,10780.989532500267,14758.985275717045,42.21221678351679,-15.565814933960914
wsa,38,PRE,2016,29478.943271758588,9547.981857793917,17992.96439253582,34.66831448349238,-28.647507669762245
wsa,38,USS,2016,29411.94340714819,9962.98104545633,18525.963986367027,34.97139341006576,-29.113965107214153
wsa,38,GOV,2014,24857.97424995066,8305.990858383568,16251.983600917089,33.82197042410354,-31.965568322806075
wsa,38,PRE,2012,30603.56762081114,12610.692762365914,17571.87736032666,41.78137485013128,-16.211131523721516
wsa,38,GOV,2012,26435.734083554788,9187.814464616282,17047.91530425206,35.02023593610368,-29.7328639136426
wsa,38,USS,2012,30096.58231502623,11934.702286859076,17250.884258928072,40.89245308856681,-17.66373974434567
wsa,39,WSC,2025,23509,8777,14728,37.34099127845139,-25.313709643115402
wsa,39,PRE,2024,34594,11278,22789,33.10535121965538,-33.274556281436084
wsa,39,WSA,2024,33462,10168,23266,30.412155291021115,-39.142908373677606
wsa,39,GOV,2022,27666,9372,17942,34.312074394083616,-30.976650039760003
wsa,39,USS,2022,27643,8958,18654,32.44241634072142,-35.07578772202727
wsa,39,PRE,2020,33617,11240,21887,33.93002686630241,-31.671475741440343
wsa,39,GOV,2018,26305,9458,16337,36.66602054661756,-26.150921877969967
wsa,39,USS,2018,26052,11125,14908,42.73422194906465,-14.520958083832342
wsa,39,PRE,2016,29782,9455,18671,33.616582521510345,-30.94486602645894
wsa,39,USS,2016,29474,10026,18424,35.24077328646749,-28.492909004546384
wsa,39,GOV,2014,24678,8748,15648,35.858337432365964,-27.960126428397768
wsa,39,PRE,2012,30543.991982539505,13140.995942971798,17034.996136163616,43.5478505843653,-12.748825351374588
wsa,39,GOV,2012,26163.9934797761,9006.996908930894,16949.99666744112,34.6996923292755,-30.358514515950713
wsa,39,USS,2012,30098.992272327232,12388.996039567708,16811.99666744112,42.426626258476816,-14.694846218954256
wsa,4,WSC,2025,25885,10385,15485,40.14302280633939,-19.702530423024918
wsa,4,PRE,2024,38406,13385,24534,35.29892665945832,-29.029318335676717
wsa,4,WSA,2024,37234,12579,24629,33.80724575360138,-32.36289412902186
wsa,4,GOV,2022,29887.825317151994,11018.512419637638,18499.13896672053,37.3285539402025,-25.02900919589462
wsa,4,USS,2022,29847.32743579606,10395.56525681576,19388.09692474301,34.90358302295146,-30.128431723982292
wsa,4,PRE,2020,36226,12837,22870,35.95093399053407,-27.695577761828517
wsa,4,GOV,2018,27884.47406238237,10251.799815973372,17176.681888075094,37.37647576190919,-24.834185707105565
wsa,4,USS,2018,27750.476708762984,11963.764071909887,15758.712921175049,43.155465779245176,-13.675256425655569
wsa,4,PRE,2016,31358.838659835743,10233.583666033745,19479.319677319036,34.44154732298535,-29.48366842145589
wsa,4,USS,2016,30916.84694654886,10093.607408306016,19784.271746210812,33.78287781440505,-31.344284087761835
wsa,4,GOV,2014,24407.571914785454,8650.846145242002,15512.728167169604,35.80118584028564,-28.11374292323956
wsa,4,PRE,2012,30062.10744904537,12924.26698468694,16820.920635477454,43.44994272594711,-12.962010921540546
wsa,4,GOV,2012,25247.829723978135,8944.128739304919,16175.748994710044,35.60578134181611,-28.64254208961643
wsa,4,USS,2012,29533.23143346921,12833.236822348588,15820.155873005137,44.78784400434911,-10.113756286322111
wsa,40,WSC,2025,24327,14534,9788,59.756598963901,19.509187322727833
wsa,40,PRE,2024,34241,17681,16021,52.46276185389591,4.847989252650331
wsa,40,WSA,2024,33186,17949,15221,54.11214953271028,8.220333875730729
wsa,40,GOV,2022,26533,14979,11273,57.05850982782265,13.967512154675315
wsa,40,USS,2022,26478,14349,12102,54.24747646591811,8.486290505325178
wsa,40,PRE,2020,33286,17654,15074,53.94157907602053,7.751006429129364
wsa,40,GOV,2018,26939.07895662508,15226.04533498528,11102.032537070776,57.831967107427204,15.308662944841672
wsa,40,USS,2018,26837.07852279747,16314.04945634758,10509.028849536087,60.8209440777313,21.63059813638159
wsa,40,PRE,2016,29171.173789750388,14414.092285376137,12975.069860892216,52.62699241546529,4.93302886903213
wsa,40,USS,2016,29153.172064790084,16037.098322737193,12309.071154612442,56.57589232842144,12.787723956211606
wsa,40,GOV,2014,24110.078305883668,13050.044684243863,10719.032537070776,54.903455286608214,9.66820645540683
wsa,40,PRE,2012,30060.949718199732,18016.9972426956,11714.949900808017,60.59810733462939,20.964232337849758
wsa,40,GOV,2012,25460.96648620803,13201.01312414893,12084.954870373958,52.2068727090391,4.383408832416208
wsa,40,USS,2012,29735.9475244571,16837.996848859315,12215.952865743167,57.95424379218416,15.543624360093544
wsa,41,WSC,2025,20878,10277.000000000002,10596,49.23585493220909,-1.5279241306638436
wsa,41,PRE,2024,32684,13219,18898,41.158887816421206,-17.375474238159345
wsa,41,WSA,2024,31697,11677,19996,36.86736336943138,-26.24538599867495
wsa,41,GOV,2022,24614,11094,13176,45.71075401730532,-8.458600796294785
wsa,41,USS,2022,24568,10445,14099,42.55622555410691,-14.873005535656137
wsa,41,PRE,2020,31304,13206,17617,42.84462901080362,-14.090851009455656
wsa,41,GOV,2018,24120.039958290377,11664.012435998537,11933.027114554186,49.42998214250705,-1.1153160567762055
wsa,41,USS,2018,24155.039958290377,12988.012843736193,11155.027114554186,53.79609554627065,7.588419362365395
wsa,41,PRE,2016,27161.100175695567,11132.026061969578,14464.072077634615,43.49110556325488,-12.267713730707552
wsa,41,USS,2016,27003.098954040743,12445.032577461972,13629.064340487395,47.72948653456462,-4.384799555934832
wsa,41,GOV,2014,22092.04097763452,10312.01467855565,11493.024668128244,47.29188750638003,-5.345861845758037
wsa,41,PRE,2012,28057.390306385543,15657.191837556004,12072.193948910295,56.464257658378095,12.77737469343257
wsa,41,GOV,2012,22924.326969533253,10117.122120181612,12637.202850183055,44.4624137756589,-10.99304129342888
wsa,41,USS,2012,27635.381877438827,14220.1799975363,12787.195938102748,52.652949443975004,5.185323893075711
wsa,42,WSC,2025,27762.485331098072,17943.522632020118,9795.799664710812,64.68623292262174,29.347959558154752
wsa,42,PRE,2024,38645,21888,16131,57.5712143928036,14.897140639151251
wsa,42,WSA,2024,37086,20400,16648,55.06370114446124,10.117025292563225
wsa,42,GOV,2022,30251.014198782963,18284.81744421907,11687.196754563896,61.006301821922726,21.80958511440784
wsa,42,USS,2022,30130.53752535497,17554.125760649087,12505.411764705885,58.397857072293036,16.75613650003651
wsa,42,PRE,2020,35902,20545,14767,58.181354780244675,16.09381092975322
wsa,42,GOV,2018,28304,16831,10925,60.6391410866119,20.866308648954217
wsa,42,USS,2018,28191,17824,10333,63.30219838761232,26.57231031180164
wsa,42,PRE,2016,29982,15913,11967,57.076757532281206,13.161230071376162
wsa,42,USS,2016,29741,16999,11957,58.706313026661135,16.953027806731452
wsa,42,GOV,2014,24623,13746,10575,56.51905760453929,12.878203305852248
wsa,42,PRE,2012,29892.708163741616,18062.746638330176,11469.926233138394,61.16190944498133,22.05494520295271
wsa,42,GOV,2012,25963.96865800353,14379.028309180385,11394.923523727268,55.78899348613485,11.493253688446625
wsa,42,USS,2012,29544.63725655242,16916.628135480063,11933.928529854757,58.63536129202704,16.864988262870757
wsa,43,WSC,2025,23049,13912,9122,60.39767300512287,20.78181265998525
wsa,43,PRE,2024,33873,17542,15775,52.65179938169703,5.21654415020813
wsa,43,WSA,2024,32664,16736,15889,51.29808429118774,2.59306882194465
wsa,43,GOV,2022,26051.795967096175,14885.901033007136,10903.001563332986,57.722118951737386,15.288387313890428
wsa,43,USS,2022,25995.82798386914,14239.221808054304,11700.54572415447,54.89340561889697,9.765705810467457
wsa,43,PRE,2020,31968.24914436156,17217.85480473892,14172.027906976744,54.851606050482914,9.527662537938475
wsa,43,GOV,2018,26867.32919893955,14968.677444201629,11276.345715214014,57.03434648649368,13.742831308790265
wsa,43,USS,2018,26735.27159222117,16109.621809403863,10596.6497828173,60.321493225943875,20.620594810754056
wsa,43,PRE,2016,30570.242408222824,15135.408384156728,13097.321451067375,53.609440080687065,6.666898174615538
wsa,43,USS,2016,30223.557498953094,15838.883479013351,13508.058952066009,53.971153949719344,7.711946308862149
wsa,43,GOV,2014,23389.87571058557,12034.368814983653,11013.372978387131,52.21495851036085,4.365118691650199
wsa,43,PRE,2012,31282.158393381855,17744.60692521025,13091.24698641992,57.545372267176376,14.875443952022211
wsa,43,GOV,2012,23850.280792526628,12612.058721130414,11065.987438816168,53.26477799703245,6.482402852039798
wsa,43,USS,2012,30755.502753291836,16827.74734219697,13011.986797866644,56.39375760926634,12.406757174281324
wsa,44,WSC,2025,20461,13037,7403,63.78180039138943,27.53531107961487
wsa,44,PRE,2024,31749,17301,13873,55.498171553217425,10.797190462691741
wsa,44,WSA,2024,30743,17335,13371,56.45476454113203,12.893992128289366
wsa,44,GOV,2022,23526.204032903825,14156.098966992864,9058.998436667014,60.977986526824324,21.665630899047837
wsa,44,USS,2022,23405.17201613086,13574.778191945696,9772.45427584553,58.142986371823035,16.245656786797387
wsa,44,PRE,2020,30575.81132075472,17208.905660377357,12765,57.41295730814916,14.53405639431342
wsa,44,GOV,2018,24445.163748036583,14801.310626044844,8995.843501887428,62.197818051998,23.748939397567774
wsa,44,USS,2018,24304.158132172022,15690.954963721711,8581.203168450316,64.64589954580023,29.253232128456403
wsa,44,PRE,2016,27304.492675907262,14383.13740159239,10936.08177401228,56.80719180886389,12.624499815818574
wsa,44,USS,2016,27106.044331840967,15784.219749923135,10442.055297163914,60.1847564001518,19.708388237541097
wsa,44,GOV,2014,21432.104515478182,12544.096129612442,8538.002271539732,59.50117436567361,18.692022779095378
wsa,44,PRE,2012,29523.540426539872,18619.952502692333,10565.71002475824,63.798286179658724,27.280747368272323
wsa,44,GOV,2012,23472.97815638486,13915.80559743867,9338.241826573472,59.84250975195484,19.50141878191992
wsa,44,USS,2012,28997.070581022967,17681.388321509592,10386.124409945473,62.99592162184783,25.158623838155847
wsa,45,WSC,2025,18354,11107,7230,60.57152205922451,21.123460825977986
wsa,45,PRE,2024,28709,15199,13115,53.68015822561277,7.259047685394821
wsa,45,WSA,2024,20719,19864,0,100,95.87335296105024
wsa,45,GOV,2022,20478,11677,8517,57.82410617014955,15.431194452583263
wsa,45,USS,2022,20355,11116,9182,54.764016159227516,9.501351019405552
wsa,45,PRE,2020,28299,15495,12325,55.69734004313444,11.201809251210287
wsa,45,GOV,2018,22636.511419783303,13215.714994873591,8795.804848706548,60.039993098105285,19.525579998622227
wsa,45,USS,2018,22530.517035647863,14324.702359178336,8182.814676469528,63.64408093745118,27.2603050919386
wsa,45,PRE,2016,25637.921549444534,13654.473579544168,10371.521953315783,56.83208240369966,12.805061517553135
wsa,45,USS,2016,25221.915858412583,14419.40244164473,9874.55040847556,59.35387514170356,18.01945601072675
wsa,45,GOV,2014,18707.564770496618,10508.738862297972,7877.831524063207,57.15442652694579,14.0633341138229
wsa,45,PRE,2012,27506.625886821363,17354.532260079217,9812.122864589172,63.88174098150428,27.420336563721083
wsa,45,GOV,2012,20077.976740985698,11034.883114243548,8863.122864589173,55.45723087018034,10.81662897447781
wsa,45,USS,2012,26962.649277098983,16530.666754175545,9675.08777917274,63.08029304456526,25.426206840978587
wsa,46,WSC,2025,27291.594218589453,16517.648231907126,10752.615935637104,60.57018051026306,21.123838534662127
wsa,46,PRE,2024,37676,20057,17021,54.0940719564162,8.058180273914422
wsa,46,WSA,2024,36236,18985,17219,52.43895702132361,4.873606358317689
wsa,46,GOV,2022,29668.349763301056,16778.09288300083,12588.68563136162,57.13290231952117,14.120796353902342
wsa,46,USS,2022,29550.78271776454,16156.279860372098,13332.290550860842,54.78827774647822,9.55639428059416
wsa,46,PRE,2020,35414,18987,15806,54.571321817606986,8.982323374936469
wsa,46,GOV,2018,28651.921255703684,15742.941695729294,12436.98127898677,55.865808114005034,11.5383550975117
wsa,46,USS,2018,28522.92212236995,17030.939649359698,11464.98273300138,59.76623399248805,19.513978590549286
wsa,46,PRE,2016,31086.829415206394,15626.87727753412,13328.966113661094,53.967957577384475,7.3919122892249165
wsa,46,USS,2016,30478.832200611043,16391.877740549317,13291.9578711004,55.22156218287424,10.170730456617589
wsa,46,GOV,2014,26023.93383092672,13357.954429300711,12339.980600967676,51.980652972960684,3.911683125797377
wsa,46,PRE,2012,31795.65252810479,17913.41854913325,13527.197578063717,56.975405560318094,13.795033667550832
wsa,46,GOV,2012,27812.94811847147,14052.877928357322,13550.06016128264,50.910804794478395,1.8078549779508846
wsa,46,USS,2012,31434.602520613626,16941.292342307115,13887.242281245472,54.953284511175546,9.715567610752874
wsa,47,WSC,2025,29937.903225806447,23155.32258064516,6764.58064516129,77.3910343422277,54.74913126633084
wsa,47,PRE,2024,38520,27287,10625,71.97457269466132,43.25545171339564
wsa,47,WSA,2024,29579,29040,0,100,98.17776124953514
wsa,47,GOV,2022,31207.19729545256,23186.42915995084,7760.8599576971965,74.92232703099194,49.42952440173607
wsa,47,USS,2022,31140.020911346644,22577.120760454844,8487.801785811082,72.67721568218964,45.24505302920322
wsa,47,PRE,2020,36215.551683190206,25760.948777015023,9848.860708204573,72.34228194258525,43.93716878320039
wsa,47,GOV,2018,29972.35813423764,21143.669032101057,8337.076528315576,71.72026565193234,42.728011077501506
wsa,47,USS,2018,29919.442860052917,21990.01975832404,7886.420594167054,73.60321209246908,47.1385755079934
wsa,47,PRE,2016,31278.821206903373,20621.529142869433,8741.287526346057,70.23007831700771,37.981743422931025
wsa,47,USS,2016,31062.41501954299,20937.83906511272,9498.60089826537,68.79201079464507,36.82662201136108
wsa,47,GOV,2014,25935.3570954604,16976.03762904383,8666.517693355288,66.20259726695426,32.039350393764195
wsa,47,PRE,2012,31096.32093723556,20949.85665636363,9819.88295307212,68.08590817563895,35.79193090319629
wsa,47,GOV,2012,26791.114059001648,17080.757994533415,9583.829241925623,64.0578376220973,27.982892895373528
wsa,47,USS,2012,30789.15628680958,19984.135820928484,10285.403211371022,66.0206149806383,31.500481920358787
wsa,48,WSC,2025,27185.06684120048,20328.294300768594,6835.931118801998,74.8348019749644,49.631524766082855
wsa,48,PRE,2024,37195,25148,11402,68.80437756497948,36.956580185508805
wsa,48,WSA,2024,35379,23816,11509,67.41967445152159,34.786172588258566
wsa,48,GOV,2022,29155.040763430727,20599.160226201697,8311.875353440151,71.25016386720824,42.14463280110907
wsa,48,USS,2022,29050.040763430727,20025.902214891612,8952.137606032045,69.10716645655192,38.11961814112025
wsa,48,PRE,2020,34713,23352,10737,68.50303617002552,36.34085213032582
wsa,48,GOV,2018,26762.104215212326,17743.067655237133,8544.03456182949,67.49723689101658,34.37335502257949
wsa,48,USS,2018,26670.103069412737,18544.070818140037,8088.031991281576,69.63051678960821,39.20509343231682
wsa,48,PRE,2016,28813.227313035015,17509.140864671965,9325.069493803085,65.24932401874106,28.40386910482059
wsa,48,USS,2016,28637.22439224077,18075.141213994353,9918.078142532571,64.56971234278538,28.48412597441507
wsa,48,GOV,2014,23097.091919122624,13866.05471231572,9011.035798115236,60.611093469221544,21.020044130234854
